Date,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,WetBulb_x,Heat_x,Cool_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Daylight_x,avg_Tavg_x,avg_PrecipTotal_x,avg_AvgSpeed_x,TimeLaggedDaylight_x,TimeLaggedTemperature_x,TimeLaggedPrecipitation_x,TimeLaggedWindspeed_x,Tmax_y,Tmin_y,Tavg_y,DewPoint_y,WetBulb_y,Heat_y,Cool_y,PrecipTotal_y,StnPressure_y,SeaLevel_y,ResultSpeed_y,ResultDir_y,AvgSpeed_y,Daylight_y
2008-07-18,86,74,80.0,6,68,72,0,15,0.04,29.24,29.95,2.6,22,5.4,14,81.0,0.0225,6.8,15.197485682603666,76.875,0.11366197183098595,9.384090909090908,91,73,82.0,67,71,0,17,0.005,29.3,29.94,6.8,23,8.2,14
2008-07-19,78,67,73.0,-1,68,69,0,8,1.61,29.19,29.91,2.0,33,5.8,14,74.0,1.415,5.85,15.2066381070285,76.5625,0.13359154929577466,9.275000000000002,80,70,75.0,70,71,0,10,1.22,29.24,29.89,1.1,23,5.9,14
2008-07-20,86,68,77.0,3,68,71,0,12,0.74,29.2,29.91,4.5,25,5.7,14,77.0,0.585,6.35,15.214731688995792,76.9375,0.14183098591549298,8.934090909090912,86,68,77.0,68,71,0,12,0.43,29.25,29.89,6.1,27,7.0,14
2008-07-21,83,68,76.0,2,65,68,0,11,0.13,29.21,29.92,3.3,3,7.4,14,76.5,0.13,7.7,15.221759613047512,77.6875,0.12669014084507044,8.83409090909091,84,70,77.0,66,69,0,12,0.13,29.26,29.9,2.4,2,8.0,14
2008-07-22,77,63,70.0,-4,59,64,0,5,0.005,29.31,30.0,8.2,3,8.7,14,70.5,0.0325,9.0,15.227715981936388,77.375,0.12714788732394366,8.81818181818182,75,66,71.0,61,64,0,6,0.06,29.36,29.98,8.6,3,9.3,14
2008-07-23,81,60,71.0,-3,52,60,0,6,0.0,29.39,30.1,7.6,2,8.5,14,71.0,0.0,8.9,15.232595835820456,76.5625,0.12433098591549296,8.852272727272727,81,60,71.0,52,61,0,6,0.0,29.44,30.08,8.3,36,9.3,14
2008-07-24,82,59,71.0,-3,53,61,0,6,0.0,29.33,30.05,3.9,24,4.4,14,71.0,0.0,4.550000000000001,15.236395168500662,75.25,0.1240492957746479,8.493181818181817,82,60,71.0,52,61,0,6,0.0,29.39,30.04,4.3,24,4.7,14
2008-07-25,82,61,72.0,-2,63,67,0,7,0.0,29.26,29.99,5.5,23,6.9,14,73.5,0.0,7.25,15.239110940592717,74.3125,0.1240492957746479,8.243181818181819,84,65,75.0,63,67,0,10,0.0,29.33,29.98,6.8,22,7.6,14
2008-07-26,84,65,75.0,1,58,65,0,10,0.0,29.22,29.94,8.5,31,9.1,14,75.5,0.0,8.4,15.240741089544299,73.625,0.1240492957746479,8.304545454545455,85,67,76.0,58,66,0,11,0.0,29.28,29.92,6.9,30,7.7,14
2008-07-27,83,62,73.0,-1,58,64,0,8,0.0,29.16,29.89,5.9,24,6.7,14,73.0,0.0,6.75,15.241284536429696,73.5,0.12137323943661973,8.32272727272727,83,63,73.0,58,65,0,8,0.0,29.22,29.87,5.9,24,6.8,14
2008-07-28,85,66,76.0,2,63,67,0,11,0.0,29.16,29.87,4.0,7,6.1,14,76.5,0.0,6.25,15.240741189475626,73.4375,0.12137323943661973,8.19090909090909,84,70,77.0,63,68,0,12,0.0,29.21,29.85,4.4,10,6.4,14
2008-07-29,88,65,77.0,3,67,70,0,12,0.05,29.14,29.85,6.4,20,7.9,14,78.5,0.14,7.9,15.239111944294324,73.6875,0.123274647887324,8.020454545454543,89,70,80.0,67,71,0,15,0.23,29.21,29.83,5.9,20,7.9,14
2008-07-30,89,72,81.0,7,65,70,0,16,0.0,29.04,29.75,7.8,27,8.6,14,81.0,0.0,9.149999999999999,15.236398680822422,75.0,0.12323943661971834,8.04090909090909,90,72,81.0,67,71,0,16,0.0,29.1,29.73,8.8,27,9.7,14
2008-07-31,89,72,81.0,7,67,70,0,16,0.14,29.06,29.76,4.9,27,5.8,14,80.5,0.32,6.35,15.23260425698677,76.1875,0.12774647887323948,7.888636363636362,89,71,80.0,69,72,0,15,0.5,29.11,29.74,5.6,27,6.9,14
2008-08-01,89,68,79.0,6,68,72,0,14,1.05,29.09,29.79,3.1,31,5.7,14,80.0,0.525,4.65,15.22773249914062,77.3125,0.13514084507042254,7.6954545454545435,89,72,81.0,69,73,0,16,0.0,29.14,29.77,1.9,6,3.6,14
2008-08-02,81,65,73.0,0,59,65,0,8,0.0,29.24,29.93,8.4,3,9.2,14,73.5,0.0,9.2,15.221788189335404,77.3125,0.13514084507042254,7.752272727272725,80,68,74.0,60,65,0,9,0.0,29.28,29.9,8.6,3,9.2,14
2008-08-03,84,61,73.0,0,61,66,0,8,0.0,29.24,29.96,5.3,18,6.0,14,73.5,0.0,6.25,15.214777049514337,77.0625,0.13514084507042254,7.552272727272726,85,63,74.0,61,67,0,9,0.0,29.3,29.94,5.2,19,6.5,14
2008-08-04,87,70,79.0,6,68,70,0,14,2.43,29.18,29.9,3.1,18,9.0,14,79.0,1.51,9.05,15.20670572273424,77.8125,0.15637323943661977,7.368181818181819,88,69,79.0,69,71,0,14,0.59,29.24,29.89,2.9,19,9.1,14
2008-08-05,87,69,78.0,5,67,71,0,13,0.0,29.24,29.93,6.2,31,7.4,14,79.0,0.04,6.85,15.19758175154068,78.125,0.153556338028169,7.340909090909093,88,71,80.0,69,72,0,15,0.08,29.3,29.91,2.9,31,6.3,14
2008-08-06,84,67,76.0,3,60,66,0,11,0.0,29.29,30.0,6.8,30,8.1,14,76.0,0.005,7.5,15.187413553639125,77.8125,0.15359154929577462,7.325000000000003,84,67,76.0,60,66,0,11,0.01,29.35,29.98,5.4,29,6.9,14
2008-08-07,82,64,73.0,0,56,63,0,8,0.0,29.26,29.98,7.8,34,9.4,14,72.5,0.005,9.25,15.176210395020536,76.75,0.15366197183098587,7.413636363636366,81,63,72.0,57,63,0,7,0.01,29.31,29.96,7.1,35,9.1,14
2008-08-08,79,63,71.0,-2,54,61,0,6,0.0,29.29,30.01,4.5,2,7.4,14,71.0,0.0,7.050000000000001,15.163982360714094,75.5625,0.15302816901408445,7.318181818181821,78,64,71.0,54,61,0,6,0.0,29.34,29.99,3.5,1,6.7,14
2008-08-09,80,62,71.0,-2,58,62,0,6,0.005,29.2,29.92,2.6,31,9.0,14,70.5,0.005,9.3,15.150740323351965,74.375,0.14816901408450703,7.431818181818183,78,61,70.0,58,63,0,5,0.005,29.25,29.91,3.8,28,9.6,14
2008-08-10,74,58,66.0,-7,52,58,0,1,0.0,29.31,30.02,8.4,2,9.0,14,67.0,0.0,9.45,15.136495909741422,73.5625,0.14816901408450703,7.595454545454547,74,61,68.0,53,59,0,3,0.0,29.36,30.0,10.2,2,9.9,14
2008-08-11,77,59,68.0,-5,57,61,0,3,0.0,29.3,30.02,3.9,5,6.3,14,68.0,0.0,6.199999999999999,15.121261465648036,72.875,0.14816901408450703,7.588636363636363,76,60,68.0,57,62,0,3,0.0,29.36,30.01,3.5,5,6.1,14
2008-08-12,77,61,69.0,-4,57,62,0,4,0.0,29.17,29.9,3.3,10,3.8,14,69.5,0.0,3.9,15.105050018999965,71.6875,0.14813380281690142,7.41590909090909,77,62,70.0,57,62,0,5,0.0,29.23,29.89,3.3,10,4.0,14
2008-08-13,79,66,73.0,0,59,63,0,8,0.06,29.11,29.84,3.0,7,4.6,13,72.5,0.0325,4.9,15.087875241727762,70.875,0.13845070422535213,7.229545454545453,77,66,72.0,59,63,0,7,0.005,29.17,29.82,3.1,8,5.2,13
2008-08-14,79,63,71.0,-1,60,64,0,6,0.0,29.23,29.93,7.3,3,7.9,13,71.5,0.0025,8.15,15.069751410456442,70.3125,0.1383098591549296,7.1954545454545435,78,65,72.0,60,64,0,7,0.005,29.28,29.91,7.7,3,8.4,13
2008-08-15,78,61,70.0,-2,54,61,0,5,0.0,29.44,30.13,6.9,3,7.9,13,70.0,0.0,8.5,15.050693366266994,70.0,0.1322535211267606,7.374999999999997,78,61,70.0,55,61,0,5,0.0,29.49,30.11,7.5,4,9.1,13
2008-08-16,83,58,71.0,-1,53,61,0,6,0.0,29.4,30.13,5.7,29,6.5,13,71.0,0.0,6.45,15.03071647374304,70.0,0.13200704225352117,7.33863636363636,82,59,71.0,53,61,0,6,0.0,29.46,30.11,5.5,29,6.4,13
2008-08-17,84,63,74.0,2,60,65,0,9,0.0,29.28,30.01,7.9,26,8.0,13,74.0,0.0,8.4,15.009836579515197,70.4375,0.13073943661971835,7.33863636363636,85,63,74.0,59,65,0,9,0.0,29.34,30.0,8.5,25,8.8,13
2008-08-18,85,65,75.0,3,57,64,0,10,0.0,29.26,29.98,7.2,27,7.4,13,75.0,0.0,7.2,14.98806997051083,71.4375,0.11278169014084514,7.359090909090907,85,65,75.0,58,65,0,10,0.0,29.33,29.97,6.6,26,7.0,13
2008-08-19,82,63,73.0,2,64,67,0,8,0.0,29.38,30.08,5.9,4,6.7,13,74.0,0.0,6.35,14.965433332110532,72.1875,0.11031690140845075,7.363636363636363,84,65,75.0,64,68,0,10,0.0,29.42,30.05,4.9,5,6.0,13
2008-08-20,81,65,73.0,2,60,65,0,8,0.0,29.4,30.12,6.0,9,7.4,13,73.5,0.0,7.550000000000001,14.941943706405018,72.6875,0.11021126760563386,7.347727272727273,81,67,74.0,59,65,0,9,0.0,29.46,30.1,7.3,10,7.7,13
2008-08-21,82,68,75.0,4,61,66,0,10,0.005,29.31,30.03,6.5,15,8.4,13,75.5,0.005,8.05,14.917618450737134,73.0625,0.11028169014084514,7.297727272727273,82,69,76.0,60,66,0,11,0.005,29.36,30.02,6.5,14,7.7,13
2008-08-22,83,72,78.0,7,68,71,0,13,0.09,29.32,30.03,12.7,19,12.8,13,79.0,0.0475,12.15,14.892475196703817,74.0,0.11095070422535218,7.5613636363636365,84,75,80.0,69,72,0,15,0.005,29.39,30.02,11.1,19,11.5,13
2008-08-23,87,68,78.0,7,66,70,0,13,0.0,29.31,30.02,7.6,25,9.4,13,79.0,0.0,9.5,14.866531809781998,75.125,0.10686619718309864,7.781818181818181,90,69,80.0,68,71,0,15,0.0,29.36,30.0,8.3,24,9.6,13
2008-08-24,77,63,70.0,-1,57,62,0,5,0.0,29.34,30.05,7.7,3,9.7,13,71.0,0.0,9.85,14.839806349730857,75.125,0.10686619718309864,7.8113636363636365,78,65,72.0,57,63,0,7,0.0,29.38,30.03,8.7,3,10.0,13
2008-08-25,74,64,69.0,-1,54,60,0,4,0.0,29.36,30.08,11.1,5,11.4,13,69.5,0.0,12.25,14.812317031910839,74.5625,0.10355633802816908,8.08409090909091,74,66,70.0,56,61,0,5,0.0,29.41,30.06,12.7,5,13.1,13
2008-08-26,76,61,69.0,-1,54,60,0,4,0.0,29.29,30.03,7.7,7,8.4,13,68.5,0.0,8.95,14.78408218964733,73.75,0.10355633802816908,8.079545454545455,75,61,68.0,55,61,0,3,0.0,29.34,30.01,7.9,7,9.5,13
2008-08-27,83,61,72.0,2,56,63,0,7,0.0,29.2,29.93,4.6,7,5.9,13,71.5,0.0,5.300000000000001,14.755120237754145,73.4375,0.10355633802816908,8.009090909090911,82,60,71.0,57,63,0,6,0.0,29.25,29.91,4.2,9,4.7,13
2008-08-28,80,63,72.0,2,64,67,0,7,0.06,29.1,29.82,5.7,19,6.7,13,73.0,0.04,6.6,14.725449637319278,73.375,0.10411971830985921,7.968181818181821,81,67,74.0,65,68,0,9,0.02,29.15,29.8,5.7,19,6.5,13
2008-08-29,85,64,75.0,5,58,65,0,10,0.04,29.24,29.93,3.5,35,6.5,13,75.5,0.0225,6.3,14.695088861842484,73.375,0.10443661971830992,7.8340909090909125,84,67,76.0,61,66,0,11,0.005,29.29,29.91,3.6,2,6.1,13
2008-08-30,87,56,72.0,2,55,62,0,7,0.0,29.39,30.09,2.6,24,3.8,13,73.0,0.0,3.5,14.664056364801725,72.625,0.10352112676056345,7.6727272727272755,87,61,74.0,55,64,0,9,0.0,29.44,30.07,2.0,23,3.2,13
2008-08-31,90,60,75.0,6,56,64,0,10,0.0,29.41,30.13,4.8,13,5.4,13,76.0,0.0,5.300000000000001,14.63237054871317,72.25,0.10338028169014092,7.490909090909094,89,65,77.0,57,65,0,12,0.0,29.47,30.11,4.8,12,5.2,13
2008-09-01,90,62,76.0,8,54,63,0,11,0.0,29.37,30.09,7.0,14,7.7,13,77.0,0.0,7.800000000000001,14.600049735737414,73.0,0.10211267605633807,7.415909090909094,89,67,78.0,54,64,0,13,0.0,29.42,30.07,7.7,12,7.9,13
2008-09-02,94,65,80.0,12,61,68,0,15,0.0,29.31,30.02,3.2,21,4.4,13,81.0,0.0025,4.45,14.567112139873176,74.4375,0.10214788732394371,7.336363636363638,95,68,82.0,61,68,0,17,0.005,29.36,30.0,2.8,17,4.5,13
2008-09-03,77,66,72.0,4,60,64,0,7,0.02,29.31,30.02,9.8,1,10.4,13,72.5,0.01,11.25,14.533575840768574,74.9375,0.10228873239436624,7.670454545454547,77,68,73.0,62,65,0,8,0.0,29.34,29.99,11.2,1,12.1,13
2008-09-04,67,61,64.0,-4,61,62,1,0,2.9,29.08,29.82,11.6,3,12.4,13,65.0,2.79,12.3,14.499458759169878,74.125,0.1402464788732395,8.006818181818183,68,63,66.0,63,64,0,1,2.68,29.13,29.8,11.2,3,12.2,13
2008-09-05,70,57,64.0,-3,56,59,1,0,0.0,29.22,29.93,5.9,34,6.9,13,63.5,0.005,5.800000000000001,14.464778634017678,72.9375,0.14031690140845074,7.9,68,58,63.0,58,60,2,0,0.01,29.28,29.92,4.3,32,4.7,13
2008-09-06,74,53,64.0,-3,54,58,1,0,0.01,29.28,29.98,4.9,27,5.3,12,64.5,0.0075,5.4,14.429553001191422,71.5625,0.14035211267605635,7.75909090909091,74,56,65.0,54,59,0,0,0.005,29.34,29.98,5.1,28,5.5,12
2008-09-07,74,55,65.0,-2,51,57,0,0,0.0,29.35,30.06,6.4,26,6.6,12,65.5,0.005,7.0,14.393799173894822,70.625,0.14010563380281693,7.78409090909091,74,58,66.0,52,58,0,1,0.01,29.41,30.05,7.0,26,7.4,12
2008-09-08,67,52,60.0,-6,52,55,5,0,1.23,29.41,30.11,4.6,34,6.2,12,61.0,1.12,6.550000000000001,14.357534224666967,68.75,0.15024647887323944,7.700000000000002,70,53,62.0,54,56,3,0,1.01,29.45,30.1,4.9,33,6.9,12
2008-09-09,69,49,59.0,-7,45,52,6,0,0.0,29.45,30.17,3.9,36,6.4,12,59.0,0.005,6.15,14.32077496899696,66.5,0.1503169014084507,7.652272727272727,68,49,59.0,46,52,6,0,0.01,29.51,30.17,3.1,36,5.9,12
2008-09-10,72,48,60.0,-6,48,54,5,0,0.0,29.47,30.21,4.3,14,5.1,12,60.5,0.0,5.0,14.283537950513665,63.9375,0.1503169014084507,7.590909090909091,72,50,61.0,47,54,4,0,0.0,29.54,30.2,4.0,14,4.9,12
2008-09-11,79,55,67.0,2,57,61,0,2,0.005,29.33,30.08,8.9,18,9.8,12,67.5,0.0025,9.600000000000001,14.245839427716605,63.3125,0.14809859154929578,7.6840909090909095,79,57,68.0,57,62,0,3,0.0,29.4,30.07,8.6,18,9.4,12
2008-09-12,73,69,71.0,6,67,68,0,6,0.37,29.22,29.96,6.0,22,6.8,12,71.0,0.495,6.949999999999999,14.207695362209158,64.0625,0.155,7.6340909090909115,73,69,71.0,68,69,0,6,0.62,29.28,29.95,6.6,23,7.1,12
2008-09-13,75,68,72.0,7,69,70,0,7,6.64,28.97,29.71,6.4,21,9.1,12,72.5,4.8549999999999995,9.399999999999999,14.169121408391021,65.1875,0.22338028169014087,7.509090909090909,77,69,73.0,71,72,0,8,3.07,29.04,29.7,7.2,22,9.7,12
2008-09-14,72,58,65.0,1,61,62,0,0,1.44,28.97,29.67,7.7,31,10.1,12,65.0,1.595,10.0,14.130132904563382,65.25,0.24584507042253523,7.531818181818182,72,58,65.0,62,63,0,0,1.75,29.01,29.66,7.2,32,9.9,12
2008-09-15,63,53,58.0,-6,51,55,7,0,0.005,29.41,30.1,5.7,34,6.1,12,59.0,0.0075,6.199999999999999,14.090744865397246,64.4375,0.24595070422535215,7.36590909090909,65,55,60.0,53,56,5,0,0.01,29.47,30.09,5.9,33,6.3,12
2008-09-16,71,49,60.0,-4,50,55,5,0,0.0,29.47,30.19,5.3,23,5.8,12,60.5,0.0,6.0,14.050971975713074,64.375,0.24496478873239438,7.081818181818181,71,50,61.0,50,55,4,0,0.0,29.52,30.18,5.3,24,6.2,12
2008-09-17,82,57,70.0,6,56,60,0,5,0.0,29.46,30.18,2.1,29,7.0,12,70.5,0.0,7.55,14.010828585518016,65.8125,0.24278169014084508,7.018181818181819,83,58,71.0,56,61,0,6,0.0,29.52,30.17,2.2,28,8.1,12
2008-09-18,74,56,65.0,1,55,60,0,0,0.0,29.56,30.28,6.1,9,7.2,12,66.5,0.0,7.550000000000001,13.970328706245777,66.5625,0.24274647887323944,7.120454545454546,74,62,68.0,56,60,0,3,0.0,29.62,30.27,7.2,9,7.9,12
2008-09-19,77,54,66.0,3,54,59,0,1,0.0,29.47,30.2,5.8,19,6.0,12,67.5,0.0,6.4,13.929486008143236,66.5625,0.23464788732394368,7.111363636363635,79,58,69.0,53,60,0,4,0.0,29.52,30.19,6.1,18,6.8,12
2008-09-20,82,56,69.0,7,57,61,0,4,0.0,29.46,30.17,1.7,16,2.9,12,70.0,0.0,3.0,13.888313818747672,66.4375,0.23204225352112678,6.961363636363635,82,59,71.0,56,62,0,6,0.0,29.51,30.16,2.3,12,3.1,12
2008-09-21,80,58,69.0,7,61,64,0,4,0.0,29.55,30.26,3.8,5,4.2,12,69.5,0.0,3.9000000000000004,13.846825122398249,66.0625,0.2223239436619719,6.979545454545453,80,60,70.0,61,65,0,5,0.0,29.6,30.24,3.0,9,3.6,12
2008-09-22,81,61,71.0,9,59,64,0,6,0.0,29.59,30.31,6.9,11,8.0,12,72.0,0.0,7.65,13.805032560725957,66.9375,0.2223239436619719,7.086363636363632,82,63,73.0,59,64,0,8,0.0,29.65,30.3,6.7,12,7.3,12
2008-09-23,82,59,71.0,10,57,62,0,6,0.0,29.56,30.29,7.0,15,7.7,12,72.0,0.0,7.65,13.762948434066745,68.5625,0.2223239436619719,7.079545454545451,83,63,73.0,56,63,0,8,0.0,29.62,30.28,6.6,15,7.6,12
2008-09-24,82,57,70.0,9,59,63,0,5,0.2,29.54,30.27,2.6,23,4.6,12,71.0,0.1,4.75,13.720584703743542,69.875,0.22373239436619727,7.093181818181815,82,62,72.0,57,63,0,7,0.0,29.6,30.25,2.7,21,4.9,12
2008-09-25,77,63,70.0,9,61,64,0,5,0.0,29.54,30.27,6.9,4,7.5,12,71.0,0.0,6.75,13.677952995164127,69.9375,0.22373239436619727,6.888636363636363,78,66,72.0,61,65,0,7,0.0,29.59,30.25,5.4,4,6.0,12
2008-09-26,79,59,69.0,9,55,60,0,4,0.0,29.42,30.16,3.0,6,4.3,11,69.0,0.0,4.449999999999999,13.635064601683137,70.25,0.22373239436619727,6.531818181818184,78,60,69.0,54,61,0,4,0.0,29.47,30.14,3.5,6,4.6,11
2008-09-27,81,53,67.0,7,54,60,0,2,0.0,29.33,30.06,1.0,3,2.7,11,67.5,0.0,2.9000000000000004,13.591930489178155,70.25,0.22341549295774657,6.4,80,55,68.0,54,60,0,3,0.0,29.39,30.04,1.6,7,3.1,11
2008-09-28,68,57,63.0,4,57,60,2,0,0.0,29.41,30.13,7.2,4,7.8,11,64.0,0.0,7.6,13.548561301291546,69.5,0.2034859154929578,6.500000000000003,69,60,65.0,57,60,0,0,0.0,29.46,30.11,7.3,4,7.4,11
2008-09-29,64,54,59.0,0,55,57,6,0,0.82,29.26,30.0,3.5,33,4.8,11,60.0,0.46499999999999997,4.6,13.50496736529157,68.3125,0.20179577464788737,6.390909090909094,65,56,61.0,57,59,4,0,0.11,29.31,29.99,1.6,33,4.4,11
2008-09-30,59,48,54.0,-5,44,49,11,0,0.0,29.21,29.95,11.4,31,11.5,11,54.5,0.005,10.5,13.461158698508369,66.125,0.20003521126760568,6.570454545454549,61,48,55.0,45,50,10,0,0.01,29.27,29.94,9.3,31,9.5,11
2008-10-01,61,46,54.0,-4,40,47,11,0,0.0,29.24,29.97,11.2,33,11.1,11,54.0,0.0,11.05,13.417145015302326,63.875,0.19957746478873242,6.793181818181821,62,46,54.0,41,47,11,0,0.0,29.3,29.96,10.9,33,11.0,11
2008-10-02,61,42,52.0,-6,40,47,13,0,0.0,29.18,29.91,8.7,28,9.2,11,52.5,0.0,9.649999999999999,13.372935734524575,61.5625,0.19957746478873242,7.004545454545454,62,43,53.0,40,47,12,0,0.0,29.24,29.92,9.5,28,10.1,11
2008-10-03,60,44,52.0,-5,42,47,13,0,0.01,29.34,30.05,6.5,3,7.7,11,53.0,0.01,8.0,13.328539987431503,59.3125,0.19971830985915498,6.931818181818181,59,49,54.0,43,49,11,0,0.01,29.4,30.04,6.0,6,8.3,11
2008-10-04,61,38,50.0,-7,38,45,15,0,0.0,29.51,30.23,3.2,11,4.4,11,50.5,0.0,4.35,13.283966626017264,57.0,0.19971830985915498,6.8136363636363635,60,42,51.0,39,46,14,0,0.0,29.57,30.23,3.1,11,4.3,11
2008-10-05,61,41,51.0,-6,43,48,14,0,0.06,29.51,30.25,5.6,11,6.6,11,52.5,0.045,6.9,13.239224231730521,55.125,0.2003521126760564,6.7,61,46,54.0,41,49,11,0,0.03,29.57,30.24,6.5,11,7.2,11
2008-10-06,69,54,62.0,6,47,54,3,0,0.0,29.49,30.23,10.5,11,10.7,11,62.5,0.0,9.899999999999999,13.194321124543796,54.9375,0.2003521126760564,6.695454545454544,70,56,63.0,46,54,2,0,0.0,29.55,30.23,8.9,12,9.1,11
2008-10-07,63,56,60.0,4,52,56,5,0,0.8,29.24,30.01,10.3,13,11.3,11,60.5,0.8300000000000001,11.100000000000001,13.149265372345944,55.0,0.2120422535211268,6.918181818181819,65,56,61.0,52,56,4,0,0.86,29.31,30.01,9.5,14,10.9,11
2008-10-08,64,50,57.0,1,51,54,8,0,0.19,29.13,29.85,7.5,26,8.1,11,57.5,0.24,8.2,13.10406480063034,55.375,0.21345070422535217,7.018181818181819,63,52,58.0,52,55,7,0,0.29,29.2,29.86,7.4,26,8.3,11
2008-10-09,69,47,58.0,3,38,49,7,0,0.0,29.36,30.05,5.5,29,5.8,11,58.5,0.0,5.3,13.058727002453512,55.9375,0.21345070422535217,6.915909090909093,69,48,59.0,39,49,6,0,0.0,29.41,30.05,3.9,29,4.8,11
2008-10-10,72,42,57.0,2,42,50,8,0,0.0,29.47,30.18,4.8,11,6.7,11,58.5,0.0,6.4,13.013259348640839,56.6875,0.20894366197183104,6.863636363636363,73,46,60.0,41,51,5,0,0.0,29.52,30.17,5.3,11,6.1,11
2008-10-11,79,51,65.0,11,50,57,0,0,0.0,29.52,30.24,4.2,14,5.0,11,66.5,0.0,5.0,12.967668998217983,58.375,0.20154929577464792,6.8,80,55,68.0,50,57,0,3,0.0,29.58,30.24,3.9,14,5.0,11
2008-10-12,84,57,71.0,17,56,61,0,6,0.0,29.55,30.27,4.3,15,5.1,11,72.5,0.0,5.699999999999999,12.92196290904853,61.125,0.20154929577464792,6.922727272727272,86,62,74.0,54,62,0,9,0.0,29.61,30.26,5.8,16,6.3,11
2008-10-13,77,61,69.0,16,58,63,0,4,0.0,29.47,30.21,7.7,20,8.1,11,70.5,0.0,8.399999999999999,12.87614784866015,63.375,0.20154929577464792,7.127272727272724,79,64,72.0,57,63,0,7,0.0,29.54,30.2,8.3,20,8.7,11
2008-10-14,69,53,61.0,8,43,51,4,0,0.005,29.49,30.22,2.0,30,6.8,11,62.0,0.005,7.0,12.830230405243269,63.3125,0.18035211267605633,7.09772727272727,70,55,63.0,43,52,2,0,0.005,29.54,30.21,1.5,34,7.2,11
2008-10-15,63,47,55.0,2,50,53,10,0,0.3,29.34,30.06,4.2,32,6.3,11,56.0,0.27,6.55,12.784216998807919,62.75,0.18359154929577465,7.047727272727272,64,50,57.0,51,54,8,0,0.24,29.39,30.05,3.6,32,6.8,11
2008-10-16,59,43,51.0,-1,38,44,14,0,0.0,29.52,30.25,6.1,35,7.5,11,51.5,0.0,7.75,12.73811389248596,62.0,0.18352112676056334,7.184090909090909,59,44,52.0,39,45,13,0,0.0,29.57,30.24,6.7,35,8.0,11
2008-10-17,57,43,50.0,-2,39,44,15,0,0.0,29.53,30.26,6.2,36,7.2,11,50.0,0.0025,7.2,12.691927203967323,60.9375,0.18348591549295776,7.204545454545454,56,44,50.0,40,46,15,0,0.005,29.59,30.25,5.8,36,7.2,11
2008-10-18,60,43,52.0,1,40,45,13,0,0.05,29.58,30.32,2.1,7,6.1,10,52.5,0.095,5.699999999999999,12.645662917060317,60.1875,0.1848239436619718,7.261363636363637,60,46,53.0,41,47,12,0,0.14,29.65,30.32,2.4,7,5.3,10
2008-10-19,62,40,51.0,0,37,45,14,0,0.0,29.49,30.24,12.0,19,12.4,10,52.0,0.0,11.65,12.599326893367252,58.375,0.18475352112676055,7.659090909090907,62,44,53.0,37,46,12,0,0.0,29.57,30.25,10.6,19,10.9,10
2008-10-20,55,43,49.0,-1,42,46,16,0,0.18,29.48,30.21,4.0,31,7.6,10,49.5,0.245,7.5,12.552924884067885,55.5,0.18820422535211268,7.6545454545454525,56,44,50.0,43,47,15,0,0.31,29.54,30.21,3.2,31,7.4,10
2008-10-21,55,38,47.0,-3,35,42,18,0,0.0,29.64,30.37,7.1,2,8.7,10,47.0,0.0,8.95,12.506462541804215,52.5625,0.18820422535211268,7.852272727272725,55,39,47.0,37,43,18,0,0.0,29.7,30.37,6.7,3,9.2,10
2008-10-22,52,35,44.0,-6,30,40,21,0,0.0,29.65,30.39,12.1,12,13.1,10,45.5,0.0,12.85,12.459945432661165,50.5,0.18820422535211268,7.959090909090909,54,40,47.0,29,40,18,0,0.0,29.71,30.4,12.0,12,12.6,10
2008-10-23,58,41,50.0,1,36,44,15,0,0.16,29.5,30.27,11.5,12,11.8,10,50.0,0.125,11.3,12.413379048238516,49.75,0.1895070422535211,7.970454545454545,60,40,50.0,34,43,15,0,0.09,29.56,30.27,10.6,12,10.8,10
2008-10-24,54,44,49.0,0,44,47,16,0,0.32,29.18,29.96,5.3,19,6.1,10,50.0,0.475,6.5,12.366768817810325,49.5625,0.19616197183098594,7.827272727272728,56,45,51.0,44,47,14,0,0.63,29.25,29.97,5.6,20,6.9,10
2008-10-25,53,43,48.0,0,40,44,17,0,0.005,29.02,29.77,11.9,22,12.3,10,48.0,0.005,12.75,12.320120120568609,49.3125,0.1962323943661972,8.04318181818182,53,43,48.0,41,45,17,0,0.005,29.09,29.79,12.8,23,13.2,10
2008-10-26,56,37,47.0,-1,32,41,18,0,0.005,29.1,29.8,17.2,27,17.8,10,46.5,0.0075,18.1,12.273438297948802,48.5625,0.1963380281690141,8.66818181818182,56,36,46.0,34,41,19,0,0.01,29.17,29.81,17.5,27,18.4,10
2008-10-27,47,33,40.0,-8,27,35,25,0,0.005,29.51,30.2,13.7,31,14.4,10,40.5,0.005,14.15,12.226728666034772,47.125,0.19640845070422536,8.997727272727273,47,34,41.0,28,35,24,0,0.005,29.57,30.21,13.4,31,13.9,10
2008-10-28,45,31,38.0,-9,23,33,27,0,0.0,29.54,30.29,10.5,30,10.9,10,38.5,0.0,10.600000000000001,12.179996528041722,45.75,0.19640845070422536,9.029545454545454,45,32,39.0,23,33,26,0,0.0,29.6,30.31,9.9,30,10.3,10
